Club Name,Club ID,Club Logo URL,Club Logo Local Path,Player Name,Player ID,Player Slug,Jersey Number,Position,Birth Date,Height (cm),Weight (kg),Nationality,Player Photo URL,Player Photo Local Path,Season,Season ID,Matches Played,Goals,Assists,Shots at Goal,Shots on Target,Shots off Target,Sprints,Yellow Cards,Red Cards,Yellow-Red Cards,Distance Covered (km),Max Speed (km/h),Crosses from Play,Fouls Against Opponent,Ball Actions,Tackles Won,Aerial Duels Won
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Adam Kölle,DFL-OBJ-J0244Z,adam-kolle,28,Defender,2006-04-28,195,91,DEU,https://assets.bundesliga.com/player/dfl-obj-j0244z-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/adam-kolle.png,2025-2026,DFL-SEA-0001K9,6,1,0,4,1,3,16,1,0,0,14.7,29.52,1,5,54,9,5
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Adrian Beck,DFL-OBJ-J01AUU,adrian-beck,21,Midfielder,1997-06-09,185,80,DEU,https://assets.bundesliga.com/player/dfl-obj-j01auu-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/adrian-beck.png,2025-2026,DFL-SEA-0001K9,24,1,1,11,4,7,200,1,0,0,127.7,32.13,6,12,552,110,12
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Adrian Beck,DFL-OBJ-J01AUU,adrian-beck,21,Midfielder,1997-06-09,185,80,DEU,https://assets.bundesliga.com/player/dfl-obj-j01auu-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/adrian-beck.png,2024-2025,DFL-SEA-0001K8,32,4,1,40,14,26,519,1,0,0,227.6,32.14,16,15,1024,207,26
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Adrian Beck,DFL-OBJ-J01AUU,adrian-beck,21,Midfielder,1997-06-09,185,80,DEU,https://assets.bundesliga.com/player/dfl-obj-j01auu-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/adrian-beck.png,2023-2024,DFL-SEA-0001K7,23,1,1,10,3,7,301,1,0,0,124.9,31.6,6,12,594,116,19
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Arijon Ibrahimović,DFL-OBJ-J01EAZ,arijon-ibrahimovic,22,Midfielder,2005-12-11,176,69,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-j01eaz-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/arijon-ibrahimovic.png,2025-2026,DFL-SEA-0001K9,32,2,4,50,21,29,645,2,0,0,272.9,35.08,45,14,1345,240,24
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Arijon Ibrahimović,DFL-OBJ-J01EAZ,arijon-ibrahimovic,22,Midfielder,2005-12-11,176,69,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-j01eaz-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/arijon-ibrahimovic.png,2024-2025,DFL-SEA-0001K8,1,0,0,0,0,0,1,0,0,0,0.3,26.49,0,0,4,1,0
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Arijon Ibrahimović,DFL-OBJ-J01EAZ,arijon-ibrahimovic,22,Midfielder,2005-12-11,176,69,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-j01eaz-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/arijon-ibrahimovic.png,2022-2023,DFL-SEA-0001K6,1,0,0,2,2,0,7,0,0,0,2.1,31.36,0,0,14,5,2
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Benedikt Steffen Gimber,DFL-OBJ-002651,benedikt-gimber,5,Defender,1997-02-19,187,84,DEU,https://assets.bundesliga.com/player/dfl-obj-002651-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/benedikt-gimber.png,2025-2026,DFL-SEA-0001K9,21,0,0,6,2,4,141,6,0,0,167.4,32.36,3,26,929,168,27
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Benedikt Steffen Gimber,DFL-OBJ-002651,benedikt-gimber,5,Defender,1997-02-19,187,84,DEU,https://assets.bundesliga.com/player/dfl-obj-002651-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/benedikt-gimber.png,2024-2025,DFL-SEA-0001K8,32,0,0,11,2,9,374,9,0,0,303,31.71,2,60,1750,312,68
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Benedikt Steffen Gimber,DFL-OBJ-002651,benedikt-gimber,5,Defender,1997-02-19,187,84,DEU,https://assets.bundesliga.com/player/dfl-obj-002651-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/benedikt-gimber.png,2023-2024,DFL-SEA-0001K7,24,1,1,19,3,16,259,9,0,0,203.9,32.46,2,39,1132,209,58
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Budu Zivzivadze,DFL-OBJ-J01Q2V,budu-zivzivadze,11,Striker,1994-03-10,189,85,GEO,https://assets.bundesliga.com/player/dfl-obj-j01q2v-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/budu-zivzivadze.png,2025-2026,DFL-SEA-0001K9,20,6,0,28,14,14,270,2,0,0,129,33.45,3,11,404,131,18
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Budu Zivzivadze,DFL-OBJ-J01Q2V,budu-zivzivadze,11,Striker,1994-03-10,189,85,GEO,https://assets.bundesliga.com/player/dfl-obj-j01q2v-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/budu-zivzivadze.png,2024-2025,DFL-SEA-0001K8,15,2,2,22,10,12,301,0,0,0,117.5,32.29,3,9,346,104,20
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Christian Joe Conteh,DFL-OBJ-002FZ0,christian-conteh,10,Striker,1999-08-27,182,72,"DEU , GHA",https://assets.bundesliga.com/player/dfl-obj-002fz0-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/christian-conteh.png,2025-2026,DFL-SEA-0001K9,9,0,0,4,0,4,93,0,0,0,44.4,34.59,7,4,149,37,1
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Diant Ramaj,DFL-OBJ-002FY2,diant-ramaj,41,Goalkeeper,2001-09-19,189,81,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-002fy2-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/diant-ramaj.png,2025-2026,DFL-SEA-0001K9,31,0,1,0,0,0,14,2,0,0,158.3,29.26,0,2,1935,0,0
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Diant Ramaj,DFL-OBJ-002FY2,diant-ramaj,41,Goalkeeper,2001-09-19,189,81,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-002fy2-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/diant-ramaj.png,2022-2023,DFL-SEA-0001K6,1,0,0,0,0,0,1,0,0,0,4.2,24.33,0,0,32,0,0
Heidenheim,DFL-CLU-000003,https://assets.bundesliga.com/clublogos/DFL-SEA-0001K9/DFL-CLU-000003.svg,assets/logos/1-fc-heidenheim-1846.svg,Diant Ramaj,DFL-OBJ-002FY2,diant-ramaj,41,Goalkeeper,2001-09-19,189,81,"DEU , XKX",https://assets.bundesliga.com/player/dfl-obj-002fy2-dfl-clu-000018-dfl-sea-0001k9.png,assets/images/1-fc-heidenheim-1846/diant-ramaj.png,2021-2022,DFL-SEA-0001K5,1,0,0,0,0,0,1,0,0,0,5,23.38,0,0,56,3,2
